,CLIENTNUM,Categoria,Idade,Sexo,Dependentes,Educação,Estado Civil,Faixa Salarial Anual,Categoria Cartão,Meses como Cliente,Produtos Contratados,Inatividade 12m,Contatos 12m,Limite,Limite Consumido,Limite Disponível,Mudanças Transacoes_Q4_Q1,Valor Transacoes 12m,Qtde Transacoes 12m,Mudança Qtde Transações_Q4_Q1,Taxa de Utilização Cartão
9388,714361083,Cancelado,40,F,2,Ensino Superior Incompleto,Solteiro,Less than $40K,Blue,36,4,2,3,5989.0,0,5989.0,311.0,5843,60,176.0,0.0
9389,714608583,Cancelado,45,M,5,Ensino Médio,Divorciado,$120K +,Blue,36,2,3,2,5287.0,0,5287.0,841.0,8392,69,683.0,0.0
9400,709928358,Cancelado,40,M,3,Ensino Superior,Solteiro,$80K - $120K,Blue,20,1,2,2,32554.0,0,32554.0,872.0,8528,87,1122.0,0.0
9408,712265508,Cancelado,32,M,0,Post-Ensino Superior,Solteiro,$40K - $60K,Blue,14,1,1,3,4015.0,0,4015.0,1045.0,8363,65,806.0,0.0
9409,715051608,Cancelado,34,M,2,Ensino Médio,Solteiro,$60K - $80K,Blue,36,2,3,2,9719.0,2517,7202.0,906.0,9183,51,0.7,259.0
9415,717439983,Cancelado,48,M,2,Ensino Superior,Casado,$80K - $120K,Blue,28,1,3,3,14774.0,2517,12257.0,979.0,8293,63,703.0,0.17
9416,714391683,Cancelado,39,M,4,Não informado,Casado,$60K - $80K,Gold,36,4,3,2,34516.0,2517,31999.0,841.0,8248,66,0.65,73.0
9418,708841233,Cancelado,41,M,2,Ensino Superior Incompleto,Casado,$80K - $120K,Blue,33,2,3,3,14682.0,2517,12165.0,1041.0,8193,72,846.0,171.0
9432,713632983,Cancelado,43,M,4,Ensino Médio,Casado,$80K - $120K,Blue,35,2,3,2,10588.0,503,10085.0,918.0,7886,70,0.75,48.0
9435,719612583,Cancelado,52,F,4,Sem ensino formal,Divorciado,Não informado,Blue,42,4,4,1,12091.0,0,12091.0,898.0,8127,74,805.0,0.0
9444,718333983,Cancelado,57,M,4,Não informado,Divorciado,$120K +,Blue,36,2,2,3,13694.0,2219,11475.0,1078.0,9040,63,0.8,162.0
9450,717518733,Cancelado,56,F,2,Ensino Médio,Casado,Less than $40K,Blue,46,4,3,3,9463.0,764,8699.0,994.0,7106,61,906.0,81.0
9457,708805908,Cancelado,30,M,2,Ensino Superior,Casado,Less than $40K,Silver,18,1,1,3,10017.0,726,9291.0,924.0,9299,68,619.0,72.0
9458,710155158,Cancelado,37,M,2,Sem ensino formal,Não informado,$80K - $120K,Blue,18,1,1,2,31832.0,518,31314.0,972.0,10201,59,788.0,16.0
9461,720353808,Cancelado,34,M,3,Ensino Médio,Não informado,$80K - $120K,Silver,21,1,2,3,34516.0,0,34516.0,794.0,9177,50,1083.0,0.0
9464,717047583,Cancelado,47,F,3,Doutorado,Casado,Less than $40K,Blue,35,2,3,2,4779.0,2517,2262.0,929.0,8912,63,658.0,527.0
9471,712895733,Cancelado,40,M,4,Sem ensino formal,Solteiro,$80K - $120K,Blue,36,6,3,2,34516.0,572,33944.0,1.05,8659,81,1077.0,17.0
9473,719629308,Cancelado,55,F,2,Não informado,Solteiro,Não informado,Silver,37,2,2,3,34516.0,1783,32733.0,821.0,8472,80,739.0,52.0
9474,754443033,Cancelado,50,M,1,Ensino Superior,Solteiro,$80K - $120K,Silver,43,6,3,3,34516.0,432,34084.0,807.0,9045,72,1.0,13.0
9482,720748608,Cancelado,44,M,3,Ensino Superior,Divorciado,$40K - $60K,Blue,32,1,2,2,3575.0,0,3575.0,843.0,7672,66,737.0,0.0
9483,709823733,Cancelado,44,F,2,Ensino Superior,Não informado,$40K - $60K,Blue,34,2,3,3,5508.0,0,5508.0,0.89,7507,78,733.0,0.0
9485,720512433,Cancelado,56,M,1,Sem ensino formal,Solteiro,$60K - $80K,Blue,36,6,4,3,15219.0,2281,12938.0,832.0,7625,78,0.95,0.15
9492,710162133,Cancelado,41,M,4,Ensino Superior,Casado,$80K - $120K,Blue,36,1,3,6,4725.0,1253,3472.0,1008.0,9134,77,974.0,265.0
9493,710878308,Cancelado,50,F,4,Ensino Superior,Solteiro,Less than $40K,Blue,37,1,2,3,3699.0,913,2786.0,866.0,7297,71,0.69,247.0
9513,713390433,Cancelado,44,M,3,Ensino Superior,Não informado,$60K - $80K,Gold,29,2,3,2,34516.0,2517,31999.0,579.0,6782,67,763.0,73.0
9526,712010358,Cancelado,49,M,4,Ensino Superior,Solteiro,$80K - $120K,Blue,36,2,3,2,3999.0,0,3999.0,938.0,7567,76,652.0,0.0
9530,711432258,Cancelado,55,M,3,Ensino Superior,Solteiro,$60K - $80K,Blue,46,2,4,2,4178.0,0,4178.0,882.0,7914,54,862.0,0.0
9533,714294183,Cancelado,54,M,1,Ensino Superior,Divorciado,$80K - $120K,Blue,44,1,3,3,9580.0,132,9448.0,0.32,5385,51,308.0,14.0
9537,708354858,Cancelado,51,M,2,Não informado,Solteiro,$120K +,Blue,42,2,4,2,14938.0,0,14938.0,758.0,8192,80,778.0,0.0
9540,708301683,Cancelado,40,M,2,Sem ensino formal,Casado,$80K - $120K,Blue,30,6,2,3,20798.0,1059,19739.0,1049.0,8038,90,837.0,51.0
9543,712113558,Cancelado,45,M,2,Ensino Superior,Casado,$80K - $120K,Blue,36,4,3,3,24844.0,1273,23571.0,437.0,6549,75,974.0,51.0
9545,720597108,Cancelado,48,F,3,Post-Ensino Superior,Divorciado,Less than $40K,Blue,36,5,3,1,9943.0,2138,7805.0,949.0,8325,54,1.0,215.0
9551,719767683,Cancelado,46,M,0,Ensino Superior Incompleto,Solteiro,$80K - $120K,Blue,39,2,3,3,16983.0,0,16983.0,1061.0,8526,79,837.0,0.0
9552,715321008,Cancelado,39,M,2,Não informado,Casado,$120K +,Blue,36,6,3,3,34516.0,2517,31999.0,1052.0,7866,63,0.75,73.0
9557,780042633,Cancelado,37,F,2,Não informado,Casado,Não informado,Silver,21,2,2,2,31718.0,0,31718.0,0.91,7432,64,641.0,0.0
9558,713269533,Cancelado,42,M,2,Ensino Superior Incompleto,Solteiro,$80K - $120K,Blue,36,1,3,1,9959.0,2517,7442.0,884.0,8847,85,771.0,253.0
9561,789684258,Cancelado,57,M,2,Post-Ensino Superior,Solteiro,$80K - $120K,Silver,43,2,3,3,34516.0,1847,32669.0,557.0,7842,61,794.0,54.0
9564,761079783,Cancelado,40,M,3,Ensino Superior,Casado,$60K - $80K,Blue,33,5,3,6,5500.0,442,5058.0,609.0,7720,67,558.0,0.08
9565,787518258,Cancelado,49,M,3,Sem ensino formal,Casado,$120K +,Blue,38,2,3,3,8549.0,0,8549.0,1023.0,9192,77,791.0,0.0
9566,717631908,Cancelado,56,M,2,Não informado,Casado,Less than $40K,Blue,44,5,3,1,4390.0,0,4390.0,1005.0,8454,69,769.0,0.0
9567,769396158,Cancelado,55,M,1,Ensino Superior Incompleto,Solteiro,$80K - $120K,Blue,43,2,2,3,24884.0,0,24884.0,72.0,5107,53,293.0,0.0
9569,716717733,Cancelado,55,F,3,Sem ensino formal,Solteiro,Less than $40K,Blue,47,2,5,4,4841.0,859,3982.0,1003.0,8918,87,977.0,177.0
9570,709383933,Cancelado,31,M,2,Não informado,Não informado,$80K - $120K,Blue,18,2,1,3,4246.0,2517,1729.0,951.0,8102,66,886.0,593.0
9576,715113933,Cancelado,54,M,1,Não informado,Solteiro,$80K - $120K,Blue,36,2,3,2,11077.0,573,10504.0,973.0,8165,87,776.0,52.0
9578,715714458,Cancelado,48,M,5,Ensino Superior,Solteiro,$40K - $60K,Blue,38,2,3,3,4446.0,0,4446.0,963.0,8753,76,949.0,0.0
9597,715076358,Cancelado,57,M,1,Post-Ensino Superior,Não informado,$80K - $120K,Blue,36,4,3,3,23714.0,0,23714.0,981.0,8463,62,824.0,0.0
9599,769667583,Cancelado,34,M,3,Post-Ensino Superior,Solteiro,$40K - $60K,Blue,28,2,3,2,3744.0,0,3744.0,796.0,8202,69,769.0,0.0
9602,715645908,Cancelado,59,M,0,Ensino Médio,Solteiro,$80K - $120K,Gold,48,5,2,6,34516.0,0,34516.0,969.0,8480,71,821.0,0.0
9612,778643733,Cancelado,48,F,1,Sem ensino formal,Solteiro,$40K - $60K,Gold,28,3,2,1,23981.0,1454,22527.0,925.0,9140,64,684.0,61.0
9619,710980383,Cancelado,53,M,3,Ensino Médio,Solteiro,$80K - $120K,Silver,33,2,2,3,34516.0,0,34516.0,534.0,6361,74,1114.0,0.0
9623,709971708,Cancelado,51,F,1,Ensino Médio,Solteiro,Não informado,Blue,41,3,3,2,9701.0,0,9701.0,1024.0,9404,62,824.0,0.0
9625,710153583,Cancelado,30,F,0,Sem ensino formal,Casado,Less than $40K,Blue,13,3,1,3,6075.0,0,6075.0,923.0,9242,63,909.0,0.0
9627,720565458,Cancelado,43,M,2,Post-Ensino Superior,Solteiro,$60K - $80K,Blue,36,2,3,3,17306.0,0,17306.0,0.4,6205,65,806.0,0.0
9628,715496058,Cancelado,41,F,4,Sem ensino formal,Solteiro,Less than $40K,Gold,36,3,3,3,15987.0,0,15987.0,598.0,7832,73,0.78,0.0
9632,716238483,Cancelado,59,M,0,Ensino Superior Incompleto,Casado,$80K - $120K,Blue,50,3,2,3,12918.0,2352,10566.0,1008.0,9138,76,0.9,182.0
9633,718297683,Cancelado,59,F,1,Ensino Médio,Solteiro,Less than $40K,Blue,50,1,0,3,4085.0,0,4085.0,787.0,7597,71,0.69,0.0
9639,719118708,Cancelado,49,F,3,Não informado,Solteiro,Less than $40K,Blue,37,2,2,2,5855.0,0,5855.0,962.0,9202,80,0.86,0.0
9641,779333883,Cancelado,51,F,3,Sem ensino formal,Casado,Less than $40K,Blue,33,3,3,3,7428.0,0,7428.0,873.0,8078,62,722.0,0.0
9655,826245858,Cancelado,50,M,2,Ensino Superior,Solteiro,$80K - $120K,Silver,40,3,4,6,34516.0,0,34516.0,801.0,7661,79,1079.0,0.0
9659,789817833,Cancelado,44,F,5,Post-Ensino Superior,Não informado,Less than $40K,Blue,33,3,3,2,9073.0,2466,6607.0,446.0,6793,60,1069.0,272.0
9661,717060858,Cancelado,31,M,0,Ensino Superior,Casado,Less than $40K,Blue,36,3,2,3,6911.0,2517,4394.0,934.0,8123,71,732.0,364.0
9665,757291008,Cancelado,46,M,4,Não informado,Casado,$80K - $120K,Blue,39,3,3,2,34516.0,289,34227.0,0.95,8964,76,1054.0,8.0
9668,708963258,Cancelado,46,M,3,Ensino Superior Incompleto,Casado,$60K - $80K,Blue,39,3,3,2,13344.0,1907,11437.0,832.0,8534,86,0.83,143.0
9669,711746133,Cancelado,50,M,1,Não informado,Solteiro,$120K +,Blue,37,4,3,2,32563.0,0,32563.0,1013.0,9220,81,884.0,0.0
9672,708496833,Cancelado,60,M,1,Ensino Médio,Solteiro,Less than $40K,Blue,50,4,4,5,4613.0,0,4613.0,978.0,8970,78,1294.0,0.0
9680,710895708,Cancelado,35,F,0,Doutorado,Casado,Less than $40K,Blue,27,2,3,2,3876.0,0,3876.0,848.0,7712,73,825.0,0.0
9683,719859033,Cancelado,32,M,3,Ensino Superior,Casado,$40K - $60K,Blue,20,2,2,2,3264.0,0,3264.0,549.0,6439,63,0.75,0.0
9687,710155983,Cancelado,52,M,1,Não informado,Solteiro,$40K - $60K,Blue,36,3,3,4,4826.0,0,4826.0,954.0,8585,62,1.0,0.0
9688,779571708,Cancelado,43,M,5,Ensino Superior,Casado,$60K - $80K,Blue,25,1,2,3,4259.0,0,4259.0,934.0,7993,71,651.0,0.0
9693,713318733,Cancelado,32,M,0,Ensino Superior Incompleto,Solteiro,$60K - $80K,Blue,24,3,2,3,4097.0,0,4097.0,836.0,8376,64,684.0,0.0
9694,709611183,Cancelado,41,F,3,Ensino Médio,Casado,Less than $40K,Blue,31,3,3,3,3952.0,0,3952.0,1002.0,8241,82,952.0,0.0
9695,712441308,Cancelado,41,F,4,Não informado,Solteiro,Não informado,Blue,25,2,2,3,29295.0,0,29295.0,1411.0,9865,65,711.0,0.0
9698,711684408,Cancelado,50,F,0,Ensino Superior,Casado,Less than $40K,Blue,38,2,3,1,4935.0,1574,3361.0,1.01,8527,84,0.5,319.0
9700,715825458,Cancelado,47,M,2,Ensino Superior,Casado,$80K - $120K,Blue,36,3,3,2,12933.0,2239,10694.0,445.0,6564,56,514.0,173.0
9708,711161133,Cancelado,36,F,2,Não informado,Solteiro,Less than $40K,Blue,36,2,3,3,6071.0,0,6071.0,912.0,9338,59,903.0,0.0
9714,713242383,Cancelado,39,M,2,Sem ensino formal,Casado,$120K +,Silver,19,2,1,2,34516.0,796,33720.0,841.0,7721,75,667.0,23.0
9717,717457008,Cancelado,43,M,3,Sem ensino formal,Solteiro,$40K - $60K,Blue,36,3,3,3,9267.0,0,9267.0,866.0,7991,90,1093.0,0.0
9724,712841883,Cancelado,50,M,3,Ensino Superior Incompleto,Solteiro,$80K - $120K,Silver,36,3,3,2,34516.0,2517,31999.0,735.0,7155,66,0.65,73.0
9725,719582058,Cancelado,41,M,3,Doutorado,Solteiro,$80K - $120K,Blue,29,2,2,3,24001.0,1629,22372.0,965.0,9102,75,974.0,68.0
9733,711096633,Cancelado,37,F,2,Sem ensino formal,Não informado,Less than $40K,Silver,29,5,2,6,12203.0,0,12203.0,0.9,8600,94,843.0,0.0
9739,708197358,Cancelado,57,M,2,Sem ensino formal,Não informado,$80K - $120K,Blue,48,4,1,3,30543.0,264,30279.0,882.0,7784,63,703.0,9.0
9740,757247808,Cancelado,42,F,3,Ensino Superior,Casado,Less than $40K,Blue,35,2,4,3,5230.0,2517,2713.0,937.0,9495,61,605.0,481.0
9747,710170758,Cancelado,32,M,0,Post-Ensino Superior,Casado,$60K - $80K,Blue,25,6,2,2,4469.0,2331,2138.0,1006.0,8314,67,763.0,522.0
9752,780511683,Cancelado,47,M,3,Ensino Superior,Solteiro,$40K - $60K,Blue,34,4,3,3,4413.0,232,4181.0,799.0,7869,76,767.0,53.0
9754,719847108,Cancelado,52,M,1,Não informado,Casado,$40K - $60K,Blue,36,4,3,3,8455.0,2517,5938.0,809.0,8124,73,1028.0,298.0
9756,708385533,Cancelado,49,F,1,Ensino Superior,Casado,Less than $40K,Silver,36,2,3,3,11059.0,0,11059.0,0.99,9524,80,905.0,0.0
9758,719379858,Cancelado,39,M,1,Ensino Superior,Casado,$80K - $120K,Blue,36,2,2,3,24239.0,0,24239.0,0.94,8549,73,0.78,0.0
9759,709657533,Cancelado,44,M,3,Ensino Médio,Não informado,$120K +,Blue,36,2,3,2,7793.0,2270,5523.0,945.0,8260,54,0.5,291.0
9767,712487883,Cancelado,54,M,5,Ensino Médio,Casado,$80K - $120K,Blue,48,2,1,3,7464.0,0,7464.0,865.0,9071,74,1.0,0.0
9768,753220383,Cancelado,29,M,0,Ensino Superior,Solteiro,$120K +,Blue,22,2,2,3,11722.0,0,11722.0,778.0,8302,78,902.0,0.0
9769,708340758,Cancelado,41,M,4,Ensino Médio,Casado,Less than $40K,Blue,32,2,3,3,7769.0,0,7769.0,943.0,8109,74,762.0,0.0
9776,718376583,Cancelado,52,M,2,Ensino Superior,Divorciado,$80K - $120K,Silver,44,4,3,2,34516.0,751,33765.0,357.0,5806,40,429.0,22.0
9777,720827133,Cancelado,43,F,3,Doutorado,Solteiro,Less than $40K,Blue,30,1,2,2,6261.0,463,5798.0,889.0,8132,64,0.6,74.0
9782,708948483,Cancelado,54,M,3,Ensino Superior,Casado,$80K - $120K,Silver,36,2,3,1,34516.0,761,33755.0,838.0,8444,68,744.0,22.0
9784,716721483,Cancelado,59,M,0,Sem ensino formal,Solteiro,$40K - $60K,Blue,52,1,2,2,14458.0,2017,12441.0,0.99,8696,72,895.0,0.14
9787,710527533,Cancelado,45,M,5,Ensino Superior Incompleto,Solteiro,$40K - $60K,Blue,36,4,3,3,4982.0,0,4982.0,886.0,8586,58,1.0,0.0
9788,709996833,Cancelado,31,M,1,Post-Ensino Superior,Solteiro,Less than $40K,Silver,36,6,3,5,12359.0,0,12359.0,843.0,7528,70,628.0,0.0
9793,714022833,Cancelado,42,F,2,Ensino Superior,Solteiro,$40K - $60K,Silver,32,4,3,3,17909.0,0,17909.0,225.0,5977,58,487.0,0.0
9795,710178558,Cancelado,46,M,2,Ensino Médio,Casado,$60K - $80K,Gold,38,5,3,6,34516.0,2517,31999.0,956.0,9314,89,978.0,73.0
9796,768712383,Cancelado,51,M,5,Ensino Superior,Divorciado,$120K +,Blue,45,6,3,6,34516.0,0,34516.0,757.0,8173,91,1022.0,0.0
9797,711156858,Cancelado,48,F,5,Ensino Médio,Solteiro,Less than $40K,Blue,40,1,4,3,8297.0,2517,5780.0,899.0,9819,74,682.0,303.0
9800,710306358,Cancelado,38,M,1,Não informado,Casado,$40K - $60K,Blue,18,1,1,2,9664.0,1983,7681.0,873.0,7995,56,806.0,205.0
9805,779055033,Cancelado,43,F,3,Sem ensino formal,Não informado,Less than $40K,Blue,24,1,2,2,8256.0,2416,5840.0,696.0,8104,64,0.73,293.0
9808,714145233,Cancelado,34,M,0,Ensino Superior,Divorciado,$80K - $120K,Silver,24,1,2,3,34516.0,400,34116.0,202.0,5112,49,256.0,12.0
9809,719547033,Cancelado,40,M,4,Não informado,Casado,$80K - $120K,Blue,31,1,3,6,23502.0,0,23502.0,839.0,7957,60,875.0,0.0
9811,789432033,Cancelado,32,F,1,Ensino Superior,Casado,Less than $40K,Blue,23,1,2,3,4065.0,230,3835.0,779.0,7844,64,0.73,57.0
9817,708319908,Cancelado,37,M,3,Ensino Superior,Solteiro,$80K - $120K,Blue,17,1,1,2,4116.0,1473,2643.0,1023.0,8667,70,892.0,358.0
9820,714082308,Cancelado,39,M,3,Ensino Médio,Solteiro,$80K - $120K,Blue,13,2,1,3,8656.0,0,8656.0,893.0,8056,89,935.0,0.0
9822,714820158,Cancelado,29,M,0,Ensino Médio,Solteiro,$40K - $60K,Blue,36,6,3,1,5988.0,660,5328.0,1041.0,10211,68,1.0,0.11
9823,713347608,Cancelado,54,F,2,Post-Ensino Superior,Solteiro,Less than $40K,Blue,43,2,3,2,4917.0,0,4917.0,972.0,9442,69,917.0,0.0
9833,718080558,Cancelado,41,F,4,Ensino Médio,Solteiro,Less than $40K,Blue,36,6,3,3,4720.0,0,4720.0,978.0,8798,67,675.0,0.0
9837,713880633,Cancelado,53,M,2,Não informado,Solteiro,$60K - $80K,Blue,43,2,2,3,5905.0,0,5905.0,797.0,8883,83,729.0,0.0
9846,758753283,Cancelado,52,M,3,Doutorado,Casado,$120K +,Blue,45,1,3,3,34516.0,550,33966.0,674.0,7341,71,732.0,16.0
9848,773172483,Cancelado,30,M,0,Ensino Superior,Casado,$40K - $60K,Blue,23,6,2,4,4063.0,0,4063.0,776.0,7463,70,707.0,0.0
9850,710639658,Cancelado,29,M,1,Ensino Médio,Solteiro,$60K - $80K,Blue,17,6,1,3,17744.0,829,16915.0,851.0,9658,78,773.0,47.0
9854,712941483,Cancelado,51,F,4,Post-Ensino Superior,Casado,$40K - $60K,Silver,43,1,3,3,3735.0,0,3735.0,762.0,6826,61,848.0,0.0
9856,714757083,Cancelado,44,M,4,Sem ensino formal,Casado,$60K - $80K,Silver,37,1,2,2,29076.0,0,29076.0,0.77,8765,84,1211.0,0.0
9859,714136233,Cancelado,53,M,4,Ensino Superior,Casado,$120K +,Blue,38,5,2,3,34516.0,0,34516.0,854.0,8417,72,714.0,0.0
9860,778888083,Cancelado,45,F,2,Ensino Superior,Casado,$40K - $60K,Blue,26,6,2,4,4307.0,0,4307.0,743.0,8697,62,0.59,0.0
9868,718665033,Cancelado,44,M,5,Doutorado,Solteiro,$60K - $80K,Silver,36,2,3,4,34140.0,0,34140.0,877.0,8177,76,0.52,0.0
9869,771561183,Cancelado,42,F,4,Ensino Superior,Solteiro,$40K - $60K,Blue,30,6,3,3,13753.0,2517,11236.0,652.0,7464,66,692.0,183.0
9877,712036383,Cancelado,49,M,4,Ensino Médio,Solteiro,$60K - $80K,Blue,30,6,3,3,18418.0,0,18418.0,918.0,9980,68,744.0,0.0
9883,715671183,Cancelado,43,M,3,Sem ensino formal,Casado,$80K - $120K,Blue,31,6,3,4,6824.0,2517,4307.0,972.0,9045,67,595.0,369.0
9888,822084333,Cancelado,51,M,3,Ensino Médio,Casado,$80K - $120K,Blue,47,2,4,3,4041.0,0,4041.0,0.67,8219,84,909.0,0.0
9889,708821733,Cancelado,43,F,3,Não informado,Solteiro,$40K - $60K,Silver,36,2,3,4,19713.0,531,19182.0,792.0,8301,70,591.0,27.0
9897,710751033,Cancelado,31,F,1,Ensino Superior,Solteiro,Less than $40K,Blue,13,1,1,3,4829.0,0,4829.0,836.0,8286,65,857.0,0.0
9898,710679933,Cancelado,59,M,1,Ensino Superior,Solteiro,$80K - $120K,Blue,54,2,5,4,15633.0,0,15633.0,984.0,8660,58,758.0,0.0
9906,717174558,Cancelado,57,F,1,Sem ensino formal,Solteiro,Less than $40K,Blue,46,2,3,3,9129.0,0,9129.0,733.0,7733,81,884.0,0.0
9907,714543633,Cancelado,45,F,3,Não informado,Solteiro,Less than $40K,Blue,36,1,2,5,7500.0,0,7500.0,576.0,8024,78,696.0,0.0
9916,713668158,Cancelado,31,F,1,Sem ensino formal,Solteiro,Não informado,Blue,36,2,3,3,21067.0,0,21067.0,995.0,9212,71,821.0,0.0
9917,709249083,Cancelado,40,M,2,Não informado,Solteiro,$60K - $80K,Blue,20,4,2,4,4283.0,0,4283.0,878.0,8672,64,1207.0,0.0
9921,713399583,Cancelado,49,M,2,Não informado,Casado,$80K - $120K,Blue,39,2,3,4,29865.0,2097,27768.0,902.0,8636,74,947.0,0.07
9926,709608708,Cancelado,29,M,1,Ensino Superior,Casado,$60K - $80K,Blue,17,5,1,4,6500.0,2517,3983.0,915.0,9451,79,646.0,387.0
9936,709977933,Cancelado,52,M,5,Sem ensino formal,Casado,$80K - $120K,Blue,44,2,3,4,9959.0,199,9760.0,1003.0,8517,60,0.5,0.02
9942,710590683,Cancelado,33,M,2,Não informado,Casado,$120K +,Blue,36,3,3,5,16127.0,0,16127.0,769.0,7729,82,1.0,0.0
9943,710081208,Cancelado,52,M,2,Ensino Superior Incompleto,Solteiro,$120K +,Blue,32,4,3,1,4935.0,0,4935.0,713.0,7886,64,882.0,0.0
9946,711460458,Cancelado,44,M,1,Sem ensino formal,Casado,$40K - $60K,Blue,34,5,2,3,10973.0,0,10973.0,792.0,10583,75,786.0,0.0
9948,710047533,Cancelado,51,M,3,Ensino Superior,Solteiro,$80K - $120K,Gold,36,4,3,3,34516.0,2201,32315.0,978.0,8614,63,0.75,64.0
9949,716708583,Cancelado,54,M,4,Ensino Superior,Casado,$120K +,Blue,36,2,3,5,7684.0,0,7684.0,0.61,7667,68,789.0,0.0
9950,712766208,Cancelado,45,M,5,Sem ensino formal,Solteiro,$120K +,Silver,36,4,2,1,34516.0,0,34516.0,732.0,8603,84,615.0,0.0
9951,715150983,Cancelado,44,F,3,Não informado,Solteiro,Não informado,Blue,34,2,3,3,26021.0,0,26021.0,1.04,8898,60,538.0,0.0
9954,714879483,Cancelado,39,M,4,Ensino Superior,Casado,$80K - $120K,Blue,31,1,3,3,3929.0,542,3387.0,811.0,7773,64,0.73,138.0
9959,714919308,Cancelado,32,F,0,Ensino Superior,Solteiro,Less than $40K,Blue,36,5,3,3,8135.0,0,8135.0,841.0,8620,67,971.0,0.0
9963,717774333,Cancelado,48,M,3,Ensino Médio,Casado,$60K - $80K,Blue,36,1,2,5,8431.0,0,8431.0,222.0,5189,57,357.0,0.0
9968,759584958,Cancelado,51,F,1,Ensino Superior,Casado,Não informado,Silver,44,4,2,4,33004.0,2418,30586.0,923.0,10156,72,946.0,73.0
9972,709660233,Cancelado,52,M,3,Não informado,Solteiro,$80K - $120K,Blue,44,1,2,4,3526.0,2429,1097.0,712.0,7775,63,909.0,689.0
9975,712627083,Cancelado,38,M,4,Sem ensino formal,Casado,$80K - $120K,Blue,25,5,2,4,5768.0,0,5768.0,924.0,9867,78,902.0,0.0
9977,711433908,Cancelado,41,F,3,Sem ensino formal,Casado,Less than $40K,Blue,30,1,2,3,9491.0,0,9491.0,1056.0,9061,51,1684.0,0.0
9984,712509108,Cancelado,46,F,3,Doutorado,Solteiro,Less than $40K,Gold,36,1,3,5,15164.0,532,14632.0,858.0,8356,68,478.0,35.0
9985,711745233,Cancelado,30,F,0,Ensino Médio,Solteiro,Não informado,Blue,22,1,2,4,13894.0,0,13894.0,845.0,9351,69,533.0,0.0
9988,710721858,Cancelado,46,F,3,Não informado,Casado,$40K - $60K,Blue,37,2,3,4,5542.0,0,5542.0,808.0,8246,59,639.0,0.0
9992,712457208,Cancelado,58,M,1,Ensino Superior,Solteiro,$80K - $120K,Blue,36,6,3,4,22718.0,0,22718.0,747.0,8100,77,833.0,0.0
9996,713934633,Cancelado,40,F,4,Sem ensino formal,Divorciado,Less than $40K,Blue,35,2,3,3,4423.0,2517,1906.0,0.84,8935,87,933.0,569.0
10001,714945708,Cancelado,33,M,4,Ensino Superior Incompleto,Solteiro,$40K - $60K,Silver,20,2,1,3,15977.0,0,15977.0,702.0,7745,64,684.0,0.0
10006,714524583,Cancelado,56,M,3,Sem ensino formal,Casado,$80K - $120K,Blue,46,1,3,3,23240.0,1534,21706.0,971.0,9441,82,907.0,66.0
10008,714199008,Cancelado,50,M,2,Não informado,Casado,$120K +,Blue,36,6,2,2,16081.0,492,15589.0,204.0,6100,61,564.0,31.0
10013,719326758,Cancelado,52,F,0,Doutorado,Casado,Less than $40K,Blue,36,4,3,2,4353.0,1489,2864.0,945.0,9226,85,1073.0,342.0
10016,718840833,Cancelado,49,M,3,Ensino Médio,Solteiro,$40K - $60K,Blue,36,1,3,4,4601.0,0,4601.0,962.0,9610,76,689.0,0.0
10018,709566408,Cancelado,40,F,2,Ensino Superior,Solteiro,Less than $40K,Blue,30,5,3,6,4458.0,0,4458.0,935.0,9640,70,707.0,0.0
10020,715020933,Cancelado,44,F,4,Ensino Médio,Não informado,Não informado,Blue,34,4,3,4,15944.0,0,15944.0,919.0,9360,67,763.0,0.0
10021,711149133,Cancelado,30,F,1,Ensino Superior,Casado,Não informado,Blue,18,4,1,4,4377.0,2517,1860.0,941.0,8759,74,609.0,575.0
10022,716832858,Cancelado,46,M,3,Ensino Superior,Casado,$60K - $80K,Blue,34,1,2,4,4930.0,159,4771.0,592.0,7412,60,579.0,32.0
10023,715154058,Cancelado,49,F,0,Não informado,Casado,Less than $40K,Blue,39,1,3,3,4982.0,2517,2465.0,903.0,9274,65,857.0,505.0
10024,789497283,Cancelado,50,M,2,Ensino Médio,Solteiro,$120K +,Blue,42,1,3,2,34162.0,1723,32439.0,429.0,7572,56,697.0,0.05
10034,714544908,Cancelado,56,M,4,Ensino Superior,Divorciado,$60K - $80K,Blue,36,6,3,3,6224.0,0,6224.0,0.92,8979,68,581.0,0.0
10040,714677583,Cancelado,50,F,3,Doutorado,Solteiro,Não informado,Blue,36,4,3,3,5173.0,0,5173.0,912.0,8757,68,789.0,0.0
10047,715493733,Cancelado,53,M,2,Ensino Superior,Casado,$40K - $60K,Blue,36,2,3,4,5735.0,0,5735.0,1009.0,9088,64,684.0,0.0
10048,827440458,Cancelado,48,M,4,Ensino Superior Incompleto,Casado,$80K - $120K,Blue,44,2,3,3,9524.0,1449,8075.0,559.0,7527,58,657.0,152.0
10050,720128658,Cancelado,49,M,1,Sem ensino formal,Solteiro,$120K +,Blue,30,5,3,3,5181.0,0,5181.0,0.83,8943,68,1.0,0.0
10051,770038983,Cancelado,37,M,4,Ensino Médio,Solteiro,$60K - $80K,Silver,31,1,3,3,28831.0,2517,26314.0,0.77,8688,69,769.0,87.0
